make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity
chevrolet,silverado_1500,2015,flex-fuel_(unleaded/e85),285.0,6.0,automatic,four_wheel_drive,2.0,flex_fuel,large,regular_cab_pickup,22,17,1385
acura,tlx,2015,premium_unleaded_(recommended),290.0,6.0,automatic,front_wheel_drive,4.0,luxury,midsize,sedan,34,21,204
dodge,ram_pickup_1500,2009,flex-fuel_(unleaded/e85),310.0,8.0,automatic,rear_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,19,14,1851
toyota,tundra,2016,flex-fuel_(unleaded/e85),381.0,8.0,automatic,four_wheel_drive,4.0,flex_fuel,large,extended_cab_pickup,17,13,2031
chevrolet,aveo,2010,regular_unleaded,108.0,4.0,manual,front_wheel_drive,4.0,,compact,sedan,35,27,1385
scion,tc,2014,regular_unleaded,179.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,31,23,105
ford,explorer_sport_trac,2010,regular_unleaded,210.0,6.0,automatic,four_wheel_drive,4.0,crossover,compact,crew_cab_pickup,19,13,5657
audi,a4,2015,premium_unleaded_(required),220.0,4.0,automatic,front_wheel_drive,4.0,luxury,midsize,sedan,32,24,3105
audi,a3,2016,premium_unleaded_(recommended),220.0,4.0,automated_manual,all_wheel_drive,2.0,luxury,compact,convertible,32,23,3105
bentley,azure,2007,premium_unleaded_(required),450.0,8.0,automatic,rear_wheel_drive,2.0,"exotic,luxury",large,convertible,15,10,520
dodge,ram_50_pickup,1991,regular_unleaded,143.0,6.0,manual,four_wheel_drive,2.0,,compact,regular_cab_pickup,20,15,1851
honda,pilot,2015,regular_unleaded,250.0,6.0,automatic,four_wheel_drive,4.0,crossover,midsize,4dr_suv,24,17,2202
ford,escape_hybrid,2010,regular_unleaded,177.0,4.0,automatic,front_wheel_drive,4.0,"crossover,hybrid",compact,4dr_suv,31,34,5657
fiat,500x,2016,regular_unleaded,180.0,4.0,automatic,front_wheel_drive,4.0,crossover,compact,4dr_suv,31,22,819
dodge,durango,2015,regular_unleaded,290.0,6.0,automatic,rear_wheel_drive,4.0,"crossover,performance",large,4dr_suv,25,18,1851
toyota,prius_v,2016,regular_unleaded,134.0,4.0,automatic,front_wheel_drive,4.0,hybrid,midsize,wagon,40,44,2031
audi,allroad,2014,premium_unleaded_(recommended),220.0,4.0,automatic,all_wheel_drive,4.0,luxury,midsize,wagon,27,20,3105
volkswagen,tiguan,2017,premium_unleaded_(recommended),200.0,4.0,automatic,all_wheel_drive,4.0,crossover,compact,4dr_suv,24,20,873
dodge,magnum,2006,regular_unleaded,190.0,6.0,automatic,rear_wheel_drive,4.0,,large,wagon,26,18,1851
bmw,i3,2015,electric,170.0,0.0,direct_drive,rear_wheel_drive,4.0,"hatchback,luxury",compact,4dr_hatchback,111,137,3916
nissan,versa,2017,regular_unleaded,109.0,4.0,automatic,front_wheel_drive,4.0,,compact,sedan,39,31,2009
hyundai,veloster,2014,regular_unleaded,132.0,4.0,automated_manual,front_wheel_drive,3.0,hatchback,compact,2dr_hatchback,36,28,1439
infiniti,m35,2009,premium_unleaded_(recommended),275.0,6.0,automatic,all_wheel_drive,4.0,"luxury,performance",large,sedan,22,16,190
volkswagen,jetta_sportwagen,2013,diesel,140.0,4.0,automated_manual,front_wheel_drive,4.0,diesel,compact,wagon,39,29,873
mazda,929,1993,regular_unleaded,195.0,6.0,automatic,rear_wheel_drive,4.0,,midsize,sedan,22,17,586
kia,spectra,2007,regular_unleaded,138.0,4.0,manual,front_wheel_drive,4.0,,compact,wagon,30,23,1720
volvo,850,1996,regular_unleaded,222.0,5.0,automatic,front_wheel_drive,4.0,"luxury,performance",midsize,wagon,24,17,870
porsche,911,2015,premium_unleaded_(required),430.0,6.0,manual,all_wheel_drive,2.0,"luxury,high-performance",compact,coupe,26,18,1715
dodge,ram_van,2000,regular_unleaded,175.0,6.0,automatic,rear_wheel_drive,3.0,,midsize,cargo_van,16,13,1851
lexus,rx_330,2005,regular_unleaded,230.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,22,16,454
maserati,granturismo,2014,premium_unleaded_(required),454.0,8.0,automatic,rear_wheel_drive,2.0,"exotic,luxury,high-performance",large,coupe,21,13,238
lincoln,navigator,2015,regular_unleaded,365.0,6.0,automatic,four_wheel_drive,4.0,luxury,large,4dr_suv,20,15,61
dodge,dart,2014,regular_unleaded,184.0,4.0,manual,front_wheel_drive,4.0,,midsize,sedan,35,22,1851
ford,flex,2016,regular_unleaded,287.0,6.0,automatic,all_wheel_drive,4.0,"crossover,performance",large,wagon,22,16,5657
chevrolet,spark,2015,regular_unleaded,84.0,4.0,automatic,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,39,30,1385
mercedes-benz,g-class,2016,premium_unleaded_(required),563.0,8.0,automatic,four_wheel_drive,4.0,"factory_tuner,luxury",midsize,4dr_suv,14,12,617
dodge,shadow,1993,regular_unleaded,100.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,29,22,1851
mazda,millenia,2000,regular_unleaded,170.0,6.0,automatic,front_wheel_drive,4.0,,midsize,sedan,24,17,586
dodge,ram_pickup_1500,2008,regular_unleaded,310.0,8.0,manual,four_wheel_drive,2.0,flex_fuel,large,regular_cab_pickup,16,12,1851
chevrolet,camaro,2016,premium_unleaded_(recommended),275.0,4.0,manual,rear_wheel_drive,2.0,performance,midsize,coupe,30,21,1385
nissan,370z,2017,premium_unleaded_(required),350.0,6.0,manual,rear_wheel_drive,2.0,"factory_tuner,high-performance",compact,coupe,26,18,2009
ford,f-150,2015,flex-fuel_(unleaded/e85),282.0,6.0,automatic,four_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,23,17,5657
pontiac,solstice,2009,premium_unleaded_(recommended),260.0,4.0,manual,rear_wheel_drive,2.0,"factory_tuner,high-performance",compact,coupe,28,19,210
chrysler,new_yorker,1994,regular_unleaded,214.0,6.0,automatic,front_wheel_drive,4.0,,large,sedan,24,16,1013
honda,civic,2017,regular_unleaded,174.0,4.0,automatic,front_wheel_drive,2.0,performance,compact,coupe,40,31,2202
dodge,dakota,2010,regular_unleaded,210.0,6.0,automatic,rear_wheel_drive,4.0,flex_fuel,compact,crew_cab_pickup,20,15,1851
ford,explorer,2017,flex-fuel_(unleaded/e85),290.0,6.0,automatic,front_wheel_drive,4.0,"crossover,flex_fuel",midsize,4dr_suv,24,17,5657
bmw,activehybrid_x6,2010,premium_unleaded_(required),480.0,8.0,automatic,all_wheel_drive,4.0,"crossover,luxury,performance,hybrid",midsize,4dr_suv,19,17,3916
mazda,3,2015,regular_unleaded,155.0,4.0,automatic,front_wheel_drive,4.0,,compact,sedan,41,30,586
land_rover,range_rover_sport,2015,flex-fuel_(premium_unleaded_required/e85),510.0,8.0,automatic,four_wheel_drive,4.0,"flex_fuel,luxury,high-performance",midsize,4dr_suv,19,14,258
oldsmobile,cutlass_calais,1991,regular_unleaded,160.0,4.0,automatic,front_wheel_drive,2.0,,compact,coupe,30,21,26
chevrolet,c/k_2500_series,1998,regular_unleaded,230.0,8.0,manual,rear_wheel_drive,2.0,,large,regular_cab_pickup,17,13,1385
gmc,sierra_1500,2015,regular_unleaded,355.0,8.0,automatic,rear_wheel_drive,4.0,,large,crew_cab_pickup,23,16,549
ford,ranger,2011,regular_unleaded,207.0,6.0,manual,four_wheel_drive,4.0,,compact,extended_cab_pickup,19,15,5657
lotus,exige,2009,premium_unleaded_(recommended),240.0,4.0,manual,rear_wheel_drive,2.0,"exotic,high-performance",compact,coupe,26,20,613
nissan,stanza,1992,regular_unleaded,138.0,4.0,automatic,front_wheel_drive,4.0,,compact,sedan,25,18,2009
cadillac,cts_wagon,2014,regular_unleaded,270.0,6.0,automatic,rear_wheel_drive,4.0,luxury,midsize,wagon,26,18,1624
chevrolet,aveo,2010,regular_unleaded,108.0,4.0,manual,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,35,27,1385
dodge,ram_150,1993,regular_unleaded,180.0,6.0,manual,four_wheel_drive,2.0,,large,regular_cab_pickup,16,11,1851
volvo,xc70,2016,regular_unleaded,240.0,4.0,automatic,front_wheel_drive,4.0,"crossover,luxury",midsize,wagon,31,23,870
gmc,envoy,2008,regular_unleaded,285.0,6.0,automatic,rear_wheel_drive,4.0,,midsize,4dr_suv,20,14,549
mercedes-benz,cls-class,2015,premium_unleaded_(required),329.0,6.0,automatic,all_wheel_drive,4.0,"luxury,performance",midsize,sedan,28,20,617
volkswagen,corrado,1992,regular_unleaded,158.0,4.0,manual,front_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,26,18,873
dodge,dakota,2009,regular_unleaded,210.0,6.0,automatic,rear_wheel_drive,4.0,flex_fuel,compact,extended_cab_pickup,20,15,1851
buick,lucerne,2009,flex-fuel_(unleaded/e85),227.0,6.0,automatic,front_wheel_drive,4.0,flex_fuel,large,sedan,26,17,155
chevrolet,silverado_1500,2017,regular_unleaded,355.0,8.0,automatic,rear_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,23,16,1385
volkswagen,golf,2016,regular_unleaded,170.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,36,25,873
mazda,5,2014,regular_unleaded,157.0,4.0,manual,front_wheel_drive,4.0,,compact,passenger_minivan,28,21,586
gmc,canyon,2015,regular_unleaded,305.0,6.0,automatic,four_wheel_drive,4.0,,compact,crew_cab_pickup,24,17,549
kia,soul,2015,regular_unleaded,130.0,4.0,automatic,front_wheel_drive,4.0,,compact,wagon,30,24,1720
volkswagen,jetta_sportwagen,2013,diesel,140.0,4.0,manual,front_wheel_drive,4.0,diesel,compact,wagon,42,30,873
saab,9000,1996,regular_unleaded,210.0,6.0,automatic,front_wheel_drive,4.0,"hatchback,luxury",midsize,4dr_hatchback,24,16,376
audi,a4,2016,premium_unleaded_(required),220.0,4.0,manual,all_wheel_drive,4.0,luxury,midsize,sedan,32,22,3105
fiat,500,2016,premium_unleaded_(recommended),160.0,4.0,manual,front_wheel_drive,2.0,"hatchback,factory_tuner,performance",compact,2dr_hatchback,34,28,819
mercedes-benz,cls-class,2015,premium_unleaded_(required),329.0,6.0,automatic,rear_wheel_drive,4.0,"luxury,performance",midsize,sedan,30,20,617
mercedes-benz,clk-class,2008,premium_unleaded_(required),500.0,8.0,automatic,rear_wheel_drive,2.0,"factory_tuner,luxury,high-performance",compact,coupe,19,12,617
chevrolet,suburban,2017,flex-fuel_(unleaded/e85),355.0,8.0,automatic,rear_wheel_drive,4.0,"flex_fuel,performance",large,4dr_suv,23,16,1385
gmc,savana,2015,flex-fuel_(unleaded/e85),285.0,8.0,automatic,rear_wheel_drive,3.0,flex_fuel,midsize,passenger_van,17,11,549
lincoln,mkx,2016,regular_unleaded,303.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,26,17,61
subaru,justy,1994,regular_unleaded,73.0,3.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,33,28,640
ferrari,458_italia,2014,premium_unleaded_(required),562.0,8.0,automated_manual,rear_wheel_drive,2.0,"exotic,high-performance",compact,coupe,17,13,2774
bmw,3_series,2016,premium_unleaded_(required),180.0,4.0,automatic,rear_wheel_drive,4.0,luxury,midsize,sedan,36,24,3916
gmc,sierra_1500,2016,regular_unleaded,355.0,8.0,automatic,rear_wheel_drive,4.0,,large,crew_cab_pickup,23,16,549
ford,transit_wagon,2015,flex-fuel_(unleaded/e85),275.0,6.0,automatic,rear_wheel_drive,3.0,"flex_fuel,diesel",midsize,passenger_van,19,14,5657
toyota,sequoia,2017,flex-fuel_(unleaded/e85),381.0,8.0,automatic,four_wheel_drive,4.0,flex_fuel,large,4dr_suv,17,13,2031
cadillac,escalade,2015,flex-fuel_(unleaded/e85),420.0,8.0,automatic,rear_wheel_drive,4.0,"flex_fuel,luxury,performance",large,4dr_suv,21,15,1624
gmc,sierra_1500,2015,regular_unleaded,355.0,8.0,automatic,four_wheel_drive,4.0,,large,crew_cab_pickup,22,16,549
dodge,challenger,2017,premium_unleaded_(recommended),707.0,8.0,manual,rear_wheel_drive,2.0,"factory_tuner,high-performance",large,coupe,21,13,1851
cadillac,ats,2015,premium_unleaded_(recommended),272.0,4.0,automatic,all_wheel_drive,4.0,"luxury,performance",compact,sedan,28,20,1624
toyota,tundra,2016,flex-fuel_(unleaded/e85),381.0,8.0,automatic,four_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,17,13,2031
ford,e-series_van,2013,flex-fuel_(unleaded/e85),225.0,8.0,automatic,rear_wheel_drive,3.0,flex_fuel,midsize,cargo_van,17,13,5657
toyota,highlander,2016,regular_unleaded,270.0,6.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,24,18,2031
maserati,granturismo_convertible,2015,premium_unleaded_(required),454.0,8.0,automatic,rear_wheel_drive,2.0,"exotic,factory_tuner,luxury,high-performance",midsize,convertible,20,13,238
kia,sorento,2017,regular_unleaded,240.0,4.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,27,20,1720
chevrolet,silverado_1500_hybrid,2012,regular_unleaded,332.0,8.0,automatic,four_wheel_drive,4.0,hybrid,large,crew_cab_pickup,23,20,1385
saab,900,1997,regular_unleaded,185.0,4.0,manual,front_wheel_drive,2.0,"hatchback,luxury,performance",compact,2dr_hatchback,25,18,376
audi,a3,2016,premium_unleaded_(recommended),220.0,4.0,automated_manual,all_wheel_drive,2.0,luxury,compact,convertible,32,23,3105
subaru,impreza,2015,regular_unleaded,148.0,4.0,manual,all_wheel_drive,4.0,,compact,sedan,34,25,640
plymouth,colt,1994,regular_unleaded,92.0,4.0,manual,front_wheel_drive,2.0,,compact,coupe,35,28,535
land_rover,range_rover_evoque,2016,premium_unleaded_(recommended),240.0,4.0,automatic,all_wheel_drive,4.0,"crossover,luxury",compact,4dr_suv,30,21,258
ford,freestar,2007,regular_unleaded,201.0,6.0,automatic,front_wheel_drive,4.0,,midsize,passenger_minivan,21,15,5657
aston_martin,v8_vantage,2016,premium_unleaded_(required),430.0,8.0,manual,rear_wheel_drive,2.0,"exotic,high-performance",compact,convertible,19,13,259
cadillac,srx,2016,regular_unleaded,308.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,23,16,1624
bmw,x4,2017,premium_unleaded_(required),240.0,4.0,automatic,all_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,28,20,3916
audi,a8,2016,premium_unleaded_(required),450.0,8.0,automatic,all_wheel_drive,4.0,"luxury,high-performance",large,sedan,29,18,3105
land_rover,lr2,2014,premium_unleaded_(recommended),240.0,4.0,automatic,all_wheel_drive,4.0,"crossover,luxury",compact,4dr_suv,24,17,258
volvo,xc60,2016,regular_unleaded,250.0,5.0,automatic,all_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,26,19,870
nissan,pathfinder,2016,regular_unleaded,260.0,6.0,automatic,four_wheel_drive,4.0,crossover,large,4dr_suv,26,19,2009
infiniti,qx60,2017,premium_unleaded_(recommended),295.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",large,4dr_suv,26,19,190
chevrolet,corvette,2016,premium_unleaded_(required),650.0,8.0,manual,rear_wheel_drive,2.0,"factory_tuner,high-performance",compact,convertible,22,15,1385
mitsubishi,mirage,2015,regular_unleaded,74.0,3.0,manual,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,42,34,436
volkswagen,beetle_convertible,2015,premium_unleaded_(recommended),210.0,4.0,automated_manual,front_wheel_drive,2.0,performance,compact,convertible,29,23,873
ford,transit_connect,2017,flex-fuel_(unleaded/e85),169.0,4.0,automatic,front_wheel_drive,4.0,,compact,cargo_minivan,27,20,5657
cadillac,srx,2014,regular_unleaded,308.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,23,16,1624
hyundai,tiburon,2007,regular_unleaded,138.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,28,20,1439
bmw,x6,2016,premium_unleaded_(required),300.0,6.0,automatic,rear_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,25,18,3916
bmw,alpina_b7,2014,premium_unleaded_(required),540.0,8.0,automatic,rear_wheel_drive,4.0,"factory_tuner,luxury,high-performance",large,sedan,25,16,3916
acura,integra,2001,regular_unleaded,140.0,4.0,automatic,front_wheel_drive,4.0,luxury,compact,sedan,28,21,204
audi,allroad_quattro,2005,regular_unleaded,250.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury,performance",midsize,wagon,20,15,3105
suzuki,sx4,2013,regular_unleaded,148.0,4.0,automatic,all_wheel_drive,4.0,"crossover,hatchback",compact,4dr_hatchback,29,23,481
lamborghini,huracan,2016,premium_unleaded_(required),610.0,10.0,automated_manual,all_wheel_drive,2.0,"exotic,high-performance",compact,convertible,20,14,1158
mazda,6,2016,regular_unleaded,184.0,4.0,manual,front_wheel_drive,4.0,,midsize,sedan,37,25,586
subaru,xv_crosstrek,2013,regular_unleaded,148.0,4.0,automatic,all_wheel_drive,4.0,crossover,compact,4dr_suv,33,25,640
chevrolet,trailblazer,2007,regular_unleaded,291.0,6.0,automatic,four_wheel_drive,4.0,,midsize,4dr_suv,20,14,1385
hyundai,veloster,2015,regular_unleaded,132.0,4.0,automated_manual,front_wheel_drive,3.0,hatchback,compact,2dr_hatchback,36,27,1439
chevrolet,silverado_1500,2017,flex-fuel_(unleaded/e85),285.0,6.0,automatic,four_wheel_drive,4.0,flex_fuel,large,extended_cab_pickup,22,17,1385
cadillac,ats_coupe,2016,regular_unleaded,335.0,6.0,automatic,rear_wheel_drive,2.0,"luxury,high-performance",compact,coupe,30,20,1624
mitsubishi,diamante,2003,premium_unleaded_(required),205.0,6.0,automatic,front_wheel_drive,4.0,,midsize,sedan,23,16,436
chevrolet,equinox,2016,regular_unleaded,182.0,4.0,automatic,front_wheel_drive,4.0,crossover,compact,4dr_suv,32,22,1385
acura,mdx,2016,premium_unleaded_(recommended),290.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,26,18,204
gmc,sierra_1500_classic,2007,regular_unleaded,295.0,8.0,automatic,rear_wheel_drive,4.0,,large,extended_cab_pickup,19,14,549
chevrolet,colorado,2012,regular_unleaded,300.0,8.0,automatic,rear_wheel_drive,4.0,performance,compact,extended_cab_pickup,20,14,1385
infiniti,m,2013,premium_unleaded_(required),420.0,8.0,automatic,all_wheel_drive,4.0,"luxury,performance",large,sedan,23,16,190
volkswagen,beetle,2015,premium_unleaded_(recommended),210.0,4.0,manual,front_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,31,23,873
plymouth,neon,2001,regular_unleaded,132.0,4.0,manual,front_wheel_drive,4.0,,compact,sedan,30,24,535
ford,ltd_crown_victoria,1991,regular_unleaded,150.0,8.0,automatic,rear_wheel_drive,4.0,,large,sedan,22,15,5657
mercedes-benz,clk-class,2008,premium_unleaded_(required),382.0,8.0,automatic,rear_wheel_drive,2.0,"luxury,high-performance",compact,convertible,21,15,617
ford,focus,2017,electric,,0.0,direct_drive,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,99,110,5657
acura,integra,1999,regular_unleaded,140.0,4.0,manual,front_wheel_drive,2.0,"hatchback,luxury",compact,2dr_hatchback,29,22,204
gmc,envoy,2008,regular_unleaded,300.0,8.0,automatic,four_wheel_drive,4.0,,midsize,4dr_suv,19,13,549
ford,shelby_gt500,2013,premium_unleaded_(required),662.0,8.0,manual,rear_wheel_drive,2.0,"factory_tuner,high-performance",midsize,coupe,24,15,5657
oldsmobile,alero,2004,regular_unleaded,140.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,31,21,26
mazda,cx-3,2017,regular_unleaded,146.0,4.0,automatic,front_wheel_drive,4.0,crossover,compact,4dr_suv,34,29,586
lexus,is_300,2005,premium_unleaded_(required),215.0,6.0,automatic,rear_wheel_drive,4.0,"luxury,performance",compact,wagon,23,16,454
ford,escort,2003,regular_unleaded,130.0,4.0,manual,front_wheel_drive,2.0,,compact,coupe,30,23,5657
audi,a5,2016,premium_unleaded_(required),220.0,4.0,automatic,all_wheel_drive,2.0,luxury,midsize,convertible,29,21,3105
chevrolet,express,2015,flex-fuel_(unleaded/e85),285.0,8.0,automatic,rear_wheel_drive,3.0,flex_fuel,midsize,passenger_van,17,11,1385
ford,e-series_van,2014,flex-fuel_(unleaded/e85),225.0,8.0,automatic,rear_wheel_drive,3.0,flex_fuel,large,cargo_van,16,13,5657
fiat,500x,2017,premium_unleaded_(recommended),160.0,4.0,manual,front_wheel_drive,4.0,crossover,compact,4dr_suv,33,25,819
volkswagen,beetle,2015,regular_unleaded,170.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,33,24,873
audi,q5,2015,premium_unleaded_(required),272.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,26,18,3105
volkswagen,jetta_sportwagen,2012,regular_unleaded,170.0,5.0,manual,front_wheel_drive,4.0,,compact,wagon,33,23,873
dodge,ram_pickup_1500,2010,flex-fuel_(unleaded/e85),310.0,8.0,automatic,four_wheel_drive,2.0,flex_fuel,large,regular_cab_pickup,18,13,1851
hyundai,veloster,2014,regular_unleaded,132.0,4.0,automated_manual,front_wheel_drive,3.0,hatchback,compact,2dr_hatchback,36,28,1439
bmw,7_series,2015,premium_unleaded_(required),535.0,12.0,automatic,rear_wheel_drive,4.0,"luxury,high-performance",large,sedan,20,13,3916
chevrolet,trailblazer,2009,premium_unleaded_(recommended),390.0,8.0,automatic,rear_wheel_drive,4.0,"factory_tuner,performance",midsize,4dr_suv,16,12,1385
bmw,3_series,2016,premium_unleaded_(required),240.0,4.0,manual,rear_wheel_drive,4.0,"luxury,performance",midsize,sedan,34,22,3916
gmc,sierra_1500,2016,flex-fuel_(unleaded/e85),285.0,6.0,automatic,four_wheel_drive,2.0,flex_fuel,large,regular_cab_pickup,22,17,549
toyota,tacoma,2017,regular_unleaded,278.0,6.0,automatic,rear_wheel_drive,4.0,,compact,extended_cab_pickup,24,19,2031
fiat,500,2016,premium_unleaded_(recommended),101.0,4.0,manual,front_wheel_drive,2.0,,compact,convertible,40,31,819
lincoln,navigator,2016,regular_unleaded,380.0,6.0,automatic,four_wheel_drive,4.0,luxury,large,4dr_suv,19,15,61
dodge,nitro,2010,regular_unleaded,260.0,6.0,automatic,rear_wheel_drive,4.0,"crossover,performance",midsize,4dr_suv,21,16,1851
